torque_charac,torque_i,torque_non_dim_i,torque_o,torque_non_dim_o,heat_transfer_charac,heat_transfer_i,heat_transfer_non_dim_i,heat_transfer_o,heat_transfer_non_dim_o
0.039,0.387793,9.94341,0.597093,15.3101,1,17.3417,17.3417,17.3408,17.3408
