x,y,u,v,p,T
-0.534391,-0.0697465,0.00221324,-0.274784,-0.813917,0.68888
-0.539778,-0.0387953,-0.0105575,-0.274348,-0.830322,0.676099
-0.563914,-0.0590007,-0.0106395,-0.22058,-0.799197,0.65519
-0.55852,-0.0899379,-0.000699582,-0.221249,-0.782751,0.666299
-0.569298,-0.0280426,-0.0203121,-0.216236,-0.814712,0.642836
-0.58802,-0.0791395,-0.0127715,-0.16531,-0.779263,0.640629
-0.582631,-0.110087,-0.00556565,-0.166096,-0.762178,0.650355
-0.612127,-0.0992814,-0.016718,-0.109415,-0.764473,0.630146
-0.606738,-0.130229,-0.0121244,-0.110258,-0.748064,0.638649
-0.636234,-0.119422,-0.0224762,-0.0533074,-0.755496,0.621271
-0.630845,-0.15037,-0.0203999,-0.0540673,-0.739548,0.628545
-0.641623,-0.0884747,-0.0245899,-0.0495474,-0.771082,0.613218
-0.66573,-0.108615,-0.0298501,0.00663954,-0.762636,0.604613
-0.671119,-0.0776677,-0.0293723,0.0129635,-0.778532,0.597066
-0.695226,-0.0978085,-0.0345994,0.0695987,-0.769586,0.586302
-0.700615,-0.0668606,-0.0314842,0.0780941,-0.784218,0.579071
-0.60135,-0.161177,-0.00791895,-0.108076,-0.732366,0.64623
-0.625457,-0.181318,-0.0187703,-0.051954,-0.724866,0.634913
-0.595961,-0.192124,-0.00446813,-0.10312,-0.717019,0.652796
-0.620068,-0.212265,-0.0179634,-0.0471641,-0.709923,0.640251
-0.590572,-0.223072,-0.00213584,-0.0956044,-0.702281,0.658267
-0.614679,-0.243213,-0.0183102,-0.0398675,-0.696581,0.644464
-0.644175,-0.232406,-0.0333987,0.0101135,-0.704232,0.626001
-0.638786,-0.263354,-0.0365806,0.0176087,-0.691016,0.628477
-0.60929,-0.27416,-0.0201551,-0.0302448,-0.683031,0.647414
-0.633397,-0.294301,-0.0414297,0.0275164,-0.678729,0.629468
-0.603901,-0.305108,-0.0238352,-0.0184175,-0.670676,0.648948
-0.628008,-0.325249,-0.0482835,0.0397881,-0.666519,0.628749
-0.598512,-0.336056,-0.0296909,-0.00448822,-0.65911,0.648881
-0.622619,-0.356197,-0.0575791,0.0543668,-0.654741,0.626091
-0.593123,-0.367004,-0.0380759,0.0114987,-0.64794,0.64698
-0.61723,-0.387145,-0.0697206,0.0712864,-0.643384,0.62117
-0.587734,-0.397952,-0.0493969,0.0295347,-0.63686,0.642957
-0.668282,-0.252547,-0.0514899,0.0699624,-0.698349,0.607413
-0.611841,-0.418093,-0.0851747,0.090544,-0.631661,0.613637
-0.582345,-0.4289,-0.0641364,0.0496493,-0.626528,0.636461
-0.724722,-0.0870015,-0.0370971,0.136132,-0.770719,0.564006
-0.730111,-0.0560536,-0.0312865,0.146532,-0.784627,0.556742
-0.706004,-0.0359127,-0.0275685,0.0895573,-0.799251,0.571069
-0.7355,-0.0251056,-0.0245785,0.159803,-0.79713,0.548447
-0.711393,-0.00496481,-0.0225159,0.103936,-0.813176,0.562324
-0.740889,0.00584231,-0.0166399,0.175938,-0.809255,0.539106
-0.716782,0.0259832,-0.0160014,0.121212,-0.826696,0.552823
-0.746278,0.0367903,-0.00714677,0.194841,-0.819166,0.528642
-0.72217,0.0569312,-0.00771742,0.141303,-0.838247,0.542477
-0.751667,0.0677383,0.00413579,0.21651,-0.827462,0.516916
-0.727559,0.0878792,0.00262647,0.164141,-0.848402,0.531147
-0.652115,-0.345391,-0.076465,0.102252,-0.660027,0.602412
-0.558238,-0.408759,-0.0287064,-0.00747446,-0.62926,0.662644
-0.552849,-0.439707,-0.0430154,0.0135559,-0.618854,0.656898
-0.576956,-0.459847,-0.08277,0.0719157,-0.615862,0.627013
-0.54746,-0.470654,-0.0612617,0.0364457,-0.609313,0.648366
-0.523352,-0.450514,-0.0218391,-0.0180962,-0.611384,0.675664
-0.517963,-0.481461,-0.0399973,0.00545137,-0.601875,0.66773
-0.54207,-0.501602,-0.0840596,0.0613259,-0.599134,0.636473
-0.512574,-0.512409,-0.0627334,0.0307062,-0.59229,0.656618
-0.757055,0.0986863,0.017528,0.240847,-0.832505,0.503732
-0.732948,0.118827,0.0152936,0.189616,-0.855437,0.51864
-0.703452,0.10802,-0.000880153,0.114613,-0.864405,0.539958
-0.708841,0.138968,0.0112365,0.141443,-0.873139,0.528122
-0.679345,0.12816,-0.00628164,0.0669739,-0.876917,0.544493
-0.684733,0.159109,0.00543773,0.0954848,-0.886651,0.533169
-0.714229,0.169916,0.0261591,0.170739,-0.879259,0.515157
-0.690122,0.190057,0.0202403,0.126379,-0.89406,0.521044
-0.660626,0.179249,-0.0021893,0.0510952,-0.897449,0.534872
-0.666015,0.210198,0.0126919,0.083942,-0.905554,0.523336
-0.695511,0.221005,0.0382573,0.159445,-0.897032,0.507707
-0.671403,0.241146,0.0310811,0.118802,-0.909441,0.510949
-0.641907,0.230339,0.0035362,0.0430274,-0.913397,0.522988
-0.647296,0.261286,0.0225421,0.0800302,-0.917576,0.511264
-0.676792,0.272093,0.0530333,0.155454,-0.909498,0.497178
-0.652685,0.292234,0.0453534,0.118587,-0.918036,0.498537
-0.623189,0.281427,0.0125479,0.0429763,-0.923001,0.509451
-0.628577,0.312375,0.036537,0.0837457,-0.923463,0.497505
-0.658074,0.323182,0.0719981,0.1585,-0.912844,0.484137
-0.633966,0.343323,0.0645337,0.125526,-0.918547,0.48428
-0.60447,0.332516,0.0266469,0.0508939,-0.924236,0.494709
-0.609859,0.363464,0.0563626,0.0947604,-0.919187,0.482343
-0.580363,0.352656,0.0157267,0.0201428,-0.922434,0.490706
-0.585751,0.383604,0.0475156,0.0662418,-0.916844,0.47883
-0.615247,0.394412,0.0901317,0.139083,-0.908803,0.468121
-0.59114,0.414552,0.08345,0.112351,-0.906351,0.465545
-0.561644,0.403745,0.038181,0.0400636,-0.909536,0.474175
-0.567032,0.434693,0.0766639,0.0880271,-0.898332,0.461578
-0.537537,0.423886,0.0285299,0.0164257,-0.899224,0.468723
-0.542925,0.454834,0.0699564,0.0662069,-0.887524,0.456518
-0.513429,0.444026,0.0189499,-0.00448584,-0.88364,0.462738
-0.518818,0.474974,0.0636552,0.0469653,-0.870944,0.450667
-0.548314,0.485781,0.11537,0.115051,-0.869085,0.442404
-0.524206,0.505922,0.112268,0.0970029,-0.852219,0.437193
-0.49471,0.495115,0.05807,0.0304041,-0.851538,0.444334
-0.500099,0.526063,0.110102,0.0814464,-0.83214,0.431151
-0.470603,0.515255,0.0535316,0.0166608,-0.826518,0.43753
-0.475991,0.546203,0.109256,0.0684423,-0.806227,0.424402
-0.446495,0.535396,0.0504081,0.00577201,-0.799066,0.43029
-0.451884,0.566344,0.11004,0.0579468,-0.777526,0.417053
-0.422388,0.555536,0.0491946,-0.00227961,-0.765245,0.422616
-0.427776,0.586484,0.112899,0.0499332,-0.74377,0.409147
-0.398281,0.575677,0.0503396,-0.00763371,-0.729512,0.414483
-0.403669,0.606625,0.118154,0.0441611,-0.707122,0.400679
-0.374173,0.595817,0.0542526,-0.0104553,-0.688559,0.405832
-0.379562,0.626765,0.126234,0.0404994,-0.665442,0.391632
-0.350066,0.615958,0.0613682,-0.0110607,-0.645644,0.396725
-0.355454,0.646906,0.137389,0.0386033,-0.621598,0.382092
-0.325958,0.636098,0.0719975,-0.00975946,-0.597425,0.387155
-0.331347,0.667046,0.151899,0.0382481,-0.572933,0.372025
-0.301851,0.656239,0.0864172,-0.00689434,-0.54775,0.377096
-0.307239,0.687187,0.169972,0.039043,-0.521818,0.361352
-0.277744,0.67638,0.104824,-0.00281144,-0.493548,0.366524
-0.283132,0.707327,0.191787,0.0407141,-0.466693,0.349975
-0.253636,0.69652,0.127395,0.00201122,-0.437738,0.355357
-0.488467,-0.492268,-0.0189631,-0.0213662,-0.593893,0.685665
-0.483078,-0.523216,-0.0419376,0.00427392,-0.58415,0.675011
-0.507185,-0.543357,-0.0907277,0.0578035,-0.582938,0.641591
-0.477689,-0.554164,-0.07021,0.0314549,-0.575611,0.660626
-0.453582,-0.534023,-0.0217252,-0.0183257,-0.576442,0.69206
-0.448193,-0.564971,-0.0505609,0.00894557,-0.568018,0.678003
-0.4723,-0.585112,-0.10461,0.0604519,-0.564992,0.641584
-0.442804,-0.595918,-0.0855583,0.0377618,-0.558272,0.659432
-0.418697,-0.575777,-0.0318119,-0.0100449,-0.5593,0.694036
-0.413307,-0.606725,-0.0676979,0.0185808,-0.550079,0.675633
-0.481379,0.577151,0.168292,0.118169,-0.778063,0.408249
-0.620636,0.42536,0.127952,0.183888,-0.890199,0.450927
-0.3892,-0.586584,-0.0140646,-0.0257927,-0.550912,0.70895
-0.383811,-0.617532,-0.0511062,0.00257588,-0.541647,0.690434
-0.407918,-0.637673,-0.110877,0.0486299,-0.540181,0.651639
-0.378422,-0.64848,-0.0956078,0.0321299,-0.532572,0.666397
-0.354315,-0.628338,-0.0359075,-0.0104927,-0.532646,0.703992
-0.348926,-0.659286,-0.0819813,0.018492,-0.523398,0.67959
-0.324819,-0.639145,-0.022167,-0.0209081,-0.52222,0.716391
-0.31943,-0.670093,-0.0701614,0.00744738,-0.514635,0.691314
-0.259025,0.727468,0.21753,0.0427986,-0.409165,0.337778
-0.229529,0.716661,0.154271,0.00712275,-0.379016,0.343494
-0.409057,0.637573,0.188348,0.0929767,-0.67616,0.384262
-0.295323,-0.649952,-0.0100651,-0.02889,-0.512023,0.727626
-0.289933,-0.6809,-0.0602614,-0.00124421,-0.503591,0.701556
-0.553702,0.51673,0.164711,0.1631,-0.842181,0.424792
-0.754218,-0.0761946,-0.0377188,0.207157,-0.76506,0.535674
-0.74883,-0.107142,-0.0455812,0.197909,-0.752652,0.542074
-0.574405,-0.315915,-0.00490936,-0.0599653,-0.662218,0.667342
-0.265827,-0.660759,0.000287876,-0.0346751,-0.500973,0.737657
-0.260437,-0.691706,-0.0524913,-0.00784949,-0.493233,0.710299
-0.23633,-0.671565,0.00864365,-0.0384819,-0.489584,0.746419
-0.230941,-0.702513,-0.0470234,-0.0126226,-0.481207,0.717476
-0.770385,0.016649,-0.00887225,0.25211,-0.794524,0.508334
-0.234917,0.747608,0.247197,0.0449668,-0.347608,0.32464
-0.205421,0.736801,0.185447,0.0120038,-0.318233,0.330782
-0.206834,-0.682372,0.0148128,-0.0405559,-0.477144,0.753827
-0.201445,-0.71332,-0.0441677,-0.0158568,-0.469916,0.722994
-0.225552,-0.733461,-0.112691,0.0132191,-0.471175,0.680518
-0.196056,-0.744267,-0.11351,0.00850368,-0.458988,0.683742
-0.171949,-0.724126,-0.0441507,-0.0177927,-0.456235,0.726678
-0.166559,-0.755074,-0.117631,0.00487091,-0.446249,0.684681
-0.142453,-0.734933,-0.0473393,-0.0187472,-0.444037,0.728303
-0.137063,-0.76588,-0.125406,0.00194862,-0.432627,0.683073
-0.112956,-0.745739,-0.054065,-0.0190228,-0.429103,0.727586
-0.107567,-0.776687,-0.137256,-0.000624037,-0.418312,0.678586
-0.0834601,-0.756546,-0.0648256,-0.0190187,-0.415717,0.724178
-0.343536,-0.690235,-0.136892,0.0486587,-0.511655,0.648009
-0.0780708,-0.787494,-0.153625,-0.00325418,-0.402613,0.67081
-0.0539638,-0.767353,-0.079999,-0.0191327,-0.398979,0.717669
-0.508041,0.413078,-0.0214787,-0.0572714,-0.893342,0.475393
-0.336734,0.697995,0.23293,0.0830037,-0.538164,0.353791
-0.210808,0.767749,0.280879,0.0467269,-0.283867,0.310326
-0.181313,0.756942,0.220894,0.0161968,-0.254382,0.317046
-0.175926,0.725994,0.122474,-0.0179398,-0.276386,0.335683
-0.151818,0.746134,0.160221,-0.0111868,-0.213964,0.32185
-0.0485745,-0.7983,-0.174896,-0.00641027,-0.38611,0.659315
-0.0244675,-0.778159,-0.100084,-0.0198401,-0.384276,0.7076
-0.157204,0.777082,0.260484,0.0193126,-0.187778,0.302097
-0.12771,0.766275,0.202275,-0.00593072,-0.14807,0.307148
-0.441107,0.504448,-0.00600607,-0.0491035,-0.81549,0.443496
-0.778326,-0.0963356,-0.0472792,0.272814,-0.737101,0.506688
-0.772937,-0.127284,-0.0573862,0.264872,-0.725739,0.512026
-0.248248,0.665572,0.0370083,-0.0423985,-0.457061,0.372496
-0.0190783,-0.809107,-0.201641,-0.0106103,-0.367511,0.643629
0.00502863,-0.788966,-0.125681,-0.0216858,-0.365894,0.693436
-0.122324,0.735326,0.0986446,-0.0351872,-0.164661,0.327039
-0.0982144,0.755467,0.143752,-0.0278278,-0.0995538,0.311692
-0.1036,0.786415,0.2485,-0.00250759,-0.0813556,0.291336
-0.0741066,0.775608,0.193098,-0.0226999,-0.0340746,0.295723
-0.0687197,0.744658,0.0850694,-0.0459872,-0.0436872,0.317991
-0.0446114,0.764799,0.138069,-0.039231,0.0195374,0.300641
-0.0499968,0.795748,0.246347,-0.0202358,0.0349352,0.27872
-0.0205028,0.78494,0.194943,-0.0357984,0.0860826,0.282855
-0.220163,-0.764409,-0.189929,0.0391426,-0.455546,0.633396
-0.368785,0.56487,-0.0156529,-0.0650198,-0.707872,0.421215
-0.264411,0.758417,0.307912,0.0808033,-0.366144,0.31531
-0.300712,-0.619004,0.0323207,-0.0562054,-0.521069,0.748203
-0.131672,-0.796829,-0.216523,0.0216242,-0.416166,0.62597
-0.566465,-0.202931,0.012391,-0.150355,-0.713833,0.672795
0.010418,-0.819914,-0.234322,-0.0165007,-0.347348,0.623209
0.034525,-0.799772,-0.157289,-0.0253275,-0.348262,0.674577
-0.802433,-0.116476,-0.0604187,0.34456,-0.697809,0.468994
-0.797044,-0.147425,-0.073055,0.338079,-0.687413,0.473029
-0.54519,-0.00790029,-0.0230079,-0.269919,-0.843973,0.661596
0.0399143,-0.83072,-0.273386,-0.0245957,-0.324055,0.597523
0.0640213,-0.810579,-0.195477,-0.0313422,-0.326947,0.650421
0.058632,-0.779631,-0.0861452,-0.0309569,-0.340343,0.720192
0.0881282,-0.790438,-0.123335,-0.0349744,-0.321706,0.697686
-0.0151155,0.753992,0.0837715,-0.0521774,0.0819353,0.307833
0.00899249,0.774133,0.144848,-0.0479335,0.146497,0.287877
0.00360444,0.805081,0.25542,-0.0356641,0.15407,0.264264
0.0331001,0.794274,0.209248,-0.0475444,0.210031,0.268118
0.0384886,0.763326,0.0962092,-0.0564696,0.209449,0.29522
0.0625961,0.783466,0.164937,-0.0562286,0.270557,0.27276
-0.57469,0.0028978,-0.0292824,-0.207863,-0.829162,0.629432
-0.550583,0.0230371,-0.034587,-0.261375,-0.856748,0.645653
-0.029857,-0.747211,-0.0122105,-0.0316355,-0.391154,0.758746
-0.807822,-0.0855287,-0.0476446,0.354074,-0.706463,0.462996
0.0572077,0.814414,0.27657,-0.0512022,0.279091,0.24771
0.0867036,0.803606,0.236316,-0.0606051,0.335536,0.250908
0.0920919,0.772658,0.123085,-0.0617897,0.336028,0.279458
0.116199,0.792799,0.198756,-0.0672669,0.39683,0.25472
-0.118346,-0.714792,0.0172595,-0.038786,-0.437244,0.766292
0.0935176,-0.821386,-0.240742,-0.0405734,-0.304351,0.620333
0.117624,-0.801244,-0.167899,-0.0424643,-0.301058,0.669134
0.121588,0.761851,0.0840991,-0.0643473,0.404797,0.288911
0.145695,0.781991,0.164303,-0.0715219,0.461098,0.25971
0.0827388,-0.75949,-0.0202065,-0.0336222,-0.330155,0.760792
0.140307,0.812939,0.27643,-0.0775703,0.460391,0.230686
0.169803,0.802131,0.245942,-0.0838581,0.51976,0.233074
0.175191,0.771183,0.133256,-0.0735773,0.527819,0.266247
0.199299,0.791323,0.218929,-0.0885616,0.58221,0.235883
0.203793,0.761445,0.109682,-0.0742281,0.592301,0.273024
0.228646,0.780694,0.196428,-0.0919747,0.645422,0.239147
-0.212223,-0.651424,0.0654102,-0.065895,-0.487705,0.77878
-0.0431845,-0.829248,-0.283997,0.00396016,-0.360406,0.587268
-0.826541,-0.136618,-0.0775143,0.422998,-0.642503,0.422188
-0.821152,-0.167566,-0.0929277,0.418116,-0.631977,0.424632
-0.791655,-0.178373,-0.0858727,0.334655,-0.675311,0.475044
-0.815763,-0.198514,-0.108804,0.416352,-0.619283,0.424747
0.123014,-0.832192,-0.293411,-0.0537966,-0.276091,0.583723
0.147121,-0.812051,-0.2202,-0.0542351,-0.277349,0.633854
0.232491,0.744602,0.0628863,-0.0687896,0.663296,0.294411
0.257967,0.768865,0.173627,-0.0937075,0.708365,0.244591
-0.580079,0.0338424,-0.036926,-0.195276,-0.843473,0.61525
-0.555973,0.0539822,-0.0446634,-0.248212,-0.866951,0.628628
0.0974801,0.74171,0.00559607,-0.0626947,0.348641,0.322206
-0.32057,0.605151,-0.00688091,-0.061632,-0.617336,0.403585
-0.39459,-0.555636,0.0167084,-0.0531875,-0.558297,0.723342
-0.574974,0.321709,-0.0116758,-0.0256513,-0.923661,0.502401
-0.762444,0.129634,0.0332429,0.267822,-0.834566,0.488858
-0.786552,0.109493,0.0342364,0.322116,-0.802031,0.466883
-0.791941,0.140442,0.0529982,0.350815,-0.796033,0.449063
-0.816048,0.120301,0.0526982,0.409199,-0.750635,0.419696
-0.821437,0.151249,0.0745169,0.439753,-0.735316,0.398654
0.141731,-0.781103,-0.10043,-0.0414881,-0.29238,0.712894
0.171228,-0.79191,-0.152294,-0.0519242,-0.270932,0.679034
0.165838,-0.760962,-0.0378506,-0.0378429,-0.279097,0.752165
0.195335,-0.771768,-0.0893899,-0.0469784,-0.259021,0.719703
0.200724,-0.802716,-0.212652,-0.0679192,-0.246611,0.637498
0.224831,-0.782575,-0.149732,-0.062138,-0.23656,0.679308
0.0813154,0.834554,0.346856,-0.0589221,0.353083,0.225714
-0.466911,-0.61606,-0.145994,0.0913387,-0.551425,0.616854
-0.402529,-0.668621,-0.162412,0.0803195,-0.525853,0.620688
-0.663462,0.35413,0.102491,0.199659,-0.901404,0.467247
-0.68757,0.33399,0.107964,0.233657,-0.890611,0.462854
-0.692958,0.364938,0.141121,0.27514,-0.8691,0.440911
-0.717066,0.344797,0.145086,0.311125,-0.850538,0.431423
-0.722455,0.375745,0.181093,0.353768,-0.816673,0.40377
-0.746562,0.355604,0.183763,0.392591,-0.789103,0.388847
-0.496407,-0.605253,-0.165635,0.118138,-0.555334,0.596334
-0.491018,-0.636201,-0.214061,0.151533,-0.533718,0.564219
-0.520514,-0.625394,-0.234347,0.182778,-0.530415,0.540426
-0.515125,-0.656342,-0.289977,0.218558,-0.497573,0.500287
-0.544622,-0.645535,-0.310687,0.254241,-0.486421,0.472909
-0.79733,0.17139,0.0743355,0.382117,-0.784449,0.428817
-0.826826,0.182197,0.0989329,0.472908,-0.712186,0.374874
-0.802718,0.202338,0.098456,0.415964,-0.765552,0.405851
0.0518194,0.845362,0.386083,-0.0461188,0.307501,0.222042
-0.654952,-0.170511,-0.0305024,0.00284751,-0.732284,0.617346
-0.641337,-0.407286,-0.10617,0.136606,-0.633368,0.587666
-0.635948,-0.438234,-0.126368,0.157691,-0.619083,0.575763
-0.665445,-0.427427,-0.14843,0.208704,-0.613325,0.544493
-0.660056,-0.458375,-0.173883,0.232,-0.593341,0.527526
-0.689552,-0.447568,-0.197141,0.288247,-0.576332,0.490292
-0.684162,-0.478516,-0.228094,0.313792,-0.548956,0.467856
-0.694941,-0.41662,-0.170588,0.265513,-0.599858,0.508576
-0.654666,-0.489323,-0.20398,0.258087,-0.57003,0.50636
-0.284544,-0.711848,-0.119812,0.0270219,-0.493196,0.667986
-0.550011,-0.614587,-0.255918,0.218211,-0.523008,0.513672
-0.786266,-0.209321,-0.0992864,0.334298,-0.66181,0.474967
-0.810374,-0.229462,-0.125531,0.417762,-0.604462,0.422422
-0.780877,-0.240269,-0.113645,0.337039,-0.646694,0.472677
-0.804985,-0.260411,-0.143502,0.422302,-0.586706,0.417528
-0.775488,-0.271218,-0.129408,0.342891,-0.630258,0.467988
-0.799596,-0.291359,-0.163123,0.429984,-0.566546,0.409888
-0.741174,0.324656,0.148638,0.35034,-0.825545,0.418045
-0.77067,0.335463,0.186116,0.435038,-0.753095,0.369782
-0.770099,-0.302166,-0.14693,0.351838,-0.611355,0.460697
-0.47017,-0.122798,0.0533314,-0.3535,-0.857809,0.793597
0.23022,-0.813523,-0.2816,-0.0904833,-0.215449,0.587613
0.254327,-0.793381,-0.219165,-0.0845189,-0.210292,0.630144
0.248938,-0.762433,-0.0916109,-0.05409,-0.223755,0.716991
0.278434,-0.77324,-0.161564,-0.0763757,-0.199126,0.668524
0.252824,0.800545,0.28545,-0.115432,0.702114,0.208633
0.282331,0.789689,0.269648,-0.121859,0.763053,0.209071
0.287705,0.758688,0.161672,-0.0965351,0.772022,0.247827
0.311888,0.779024,0.258826,-0.128632,0.820761,0.208943
0.317601,0.748966,0.156329,-0.100543,0.835929,0.249595
0.341442,0.768375,0.252421,-0.136312,0.881076,0.208194
0.347174,0.738365,0.152128,-0.104606,0.896033,0.251923
0.37096,0.757628,0.249937,-0.145275,0.937582,0.206642
0.376352,0.726691,0.148352,-0.108721,0.955515,0.255201
0.400407,0.746686,0.251094,-0.155906,0.99491,0.204195
0.405787,0.715716,0.152222,-0.115965,1.01225,0.255194
0.429884,0.735828,0.25692,-0.16926,1.04937,0.200116
0.43516,0.704575,0.160167,-0.125891,1.06536,0.253129
0.459357,0.724957,0.266842,-0.185862,1.10384,0.194177
0.464632,0.693701,0.173581,-0.140035,1.11647,0.247369
-0.719047,-0.436762,-0.220428,0.350267,-0.548577,0.448038
-0.751951,0.386553,0.222702,0.436834,-0.739502,0.355467
-0.727844,0.406694,0.221049,0.398286,-0.769916,0.37174
-0.574118,-0.634728,-0.332598,0.294149,-0.466991,0.442243
-0.579507,-0.60378,-0.278596,0.25805,-0.510686,0.483694
0.193911,0.822271,0.32913,-0.10136,0.586718,0.207099
-0.678774,-0.509464,-0.263887,0.342011,-0.514567,0.44083
-0.794207,-0.322307,-0.184785,0.44078,-0.543114,0.399299
0.0989069,-0.852334,-0.371788,-0.0503579,-0.263857,0.528435
0.488844,0.714127,0.280792,-0.206319,1.15436,0.186043
0.494231,0.683175,0.192432,-0.159395,1.16538,0.237417
0.283824,-0.804188,-0.297413,-0.114792,-0.176123,0.5718
0.30793,-0.784046,-0.240938,-0.107364,-0.171201,0.610362
0.302541,-0.753098,-0.108666,-0.0662279,-0.184125,0.70307
0.332037,-0.763905,-0.189211,-0.0983055,-0.158152,0.645031
0.326647,-0.732957,-0.0602569,-0.0544238,-0.166592,0.73409
0.356144,-0.743763,-0.142207,-0.0878309,-0.143831,0.676025
0.361533,-0.774711,-0.278902,-0.140597,-0.122849,0.576369
0.38564,-0.75457,-0.233716,-0.132391,-0.111018,0.606599
0.380251,-0.723622,-0.0998115,-0.0761277,-0.123144,0.703431
0.409747,-0.734428,-0.193344,-0.123388,-0.0939708,0.632958
0.404357,-0.703481,-0.0620604,-0.0633092,-0.102226,0.727292
0.433854,-0.714287,-0.157857,-0.113972,-0.0740059,0.655579
0.0158072,-0.850862,-0.357043,-0.0144589,-0.310351,0.538623
-0.832215,0.213146,0.126118,0.508568,-0.680479,0.348154
0.206113,-0.833664,-0.348864,-0.094083,-0.212072,0.540733
-0.603615,-0.623922,-0.355524,0.338375,-0.441093,0.408093
-0.845545,0.131108,0.0728786,0.502601,-0.67351,0.362166
-0.840156,0.100159,0.0503924,0.472942,-0.693265,0.383626
0.179536,0.741483,0.020933,-0.0620162,0.544279,0.314515
0.439243,-0.745234,-0.295046,-0.183071,-0.0539215,0.550753
0.46335,-0.725093,-0.262041,-0.178053,-0.038733,0.571495
0.45796,-0.694145,-0.127303,-0.104657,-0.0533601,0.674666
0.487457,-0.704951,-0.234005,-0.173926,-0.0185688,0.588294
0.482067,-0.674004,-0.101697,-0.095894,-0.0282771,0.69015
0.511563,-0.68481,-0.210975,-0.171075,0.00285049,0.600971
0.506173,-0.653862,-0.0810595,-0.0880497,2.82352e-05,0.701811
0.53567,-0.664668,-0.19314,-0.170044,0.0295537,0.609448
0.189945,-0.740821,0.0206519,-0.0316572,-0.264447,0.787568
0.160449,-0.730014,0.0642905,-0.0290674,-0.284803,0.811894
-0.585469,0.0647887,-0.0426274,-0.178342,-0.856881,0.60063
-0.561362,0.0849292,-0.0524723,-0.230341,-0.877184,0.610981
-0.531866,0.0741223,-0.054816,-0.298741,-0.898908,0.648185
-0.537255,0.10507,-0.0649093,-0.280214,-0.903774,0.626613
-0.566751,0.115876,-0.0574004,-0.207619,-0.8858,0.593248
-0.542643,0.136018,-0.0716443,-0.256356,-0.90753,0.604831
0.365508,0.788402,0.350405,-0.178247,0.940252,0.172117
0.306494,0.809959,0.363973,-0.15496,0.828316,0.177468
0.128403,-0.86314,-0.431144,-0.0693717,-0.223555,0.484263
-0.539233,-0.676484,-0.373017,0.291949,-0.434308,0.424723
-0.509736,-0.68729,-0.353661,0.256057,-0.452286,0.452326
-0.70827,-0.498658,-0.288663,0.402443,-0.475896,0.396562
-0.850648,-0.156759,-0.0988235,0.508022,-0.565687,0.366274
-0.856037,-0.12581,-0.0807706,0.514396,-0.573599,0.36312
0.297151,-0.722151,0.0118196,-0.0313358,-0.188973,0.781452
-0.75734,0.417501,0.265492,0.482958,-0.674942,0.317738
-0.733232,0.437642,0.26502,0.444618,-0.709011,0.335069
0.518364,0.703385,0.298701,-0.231514,1.20738,0.175696
0.523748,0.672426,0.214029,-0.183177,1.21005,0.225013
-0.829092,-0.280552,-0.178378,0.5141,-0.500616,0.352374
-0.604186,0.0137021,-0.0315587,-0.141231,-0.826767,0.606486
-0.762159,-0.18918,-0.0777632,0.257902,-0.70044,0.517587
-0.765281,0.304515,0.151719,0.393165,-0.793171,0.400365
-0.794778,0.315322,0.187988,0.481435,-0.708131,0.346296
-0.800167,0.346271,0.225324,0.52497,-0.650238,0.310858
-0.649277,-0.520271,-0.239191,0.286834,-0.541847,0.480497
-0.673385,-0.540413,-0.304844,0.372685,-0.473373,0.408811
-0.76471,-0.333115,-0.166685,0.363865,-0.59028,0.450586
-0.788818,-0.353256,-0.208898,0.45463,-0.516046,0.385552
0.297534,0.728404,0.0580217,-0.0700848,0.806962,0.302413
0.0759273,0.865503,0.456407,-0.0570779,0.397312,0.197001
0.453984,0.755946,0.36011,-0.227619,1.10821,0.156641
-0.50776,0.0942626,-0.0673844,-0.345469,-0.938089,0.675065
-0.840221,-0.21854,-0.136527,0.50582,-0.539133,0.364088
0.516953,-0.715758,-0.345925,-0.255821,0.0374452,0.490132
0.046431,0.87631,0.495288,-0.0411175,0.365496,0.190782
-0.520619,0.0128695,-0.0281063,-0.321652,-0.88313,0.68852
0.53028,-0.633721,-0.0657637,-0.0820258,0.0250676,0.709621
0.559776,-0.644527,-0.180476,-0.171646,0.0561004,0.613694
0.407903,0.680297,0.0288894,-0.0610184,1.04088,0.349363
0.31332,-0.814994,-0.383422,-0.153557,-0.128375,0.504309
-0.869652,0.110967,0.0690988,0.570762,-0.595819,0.319339
-0.864263,0.0800181,0.0457476,0.542224,-0.61997,0.340804
0.23561,-0.844471,-0.424323,-0.123524,-0.164274,0.482339
0.0532428,-0.748684,0.00945627,-0.0343674,-0.347828,0.77652
0.0773494,-0.728543,0.0708823,-0.0364588,-0.336972,0.811792
0.0478536,-0.717736,0.0940898,-0.0415999,-0.35579,0.82212
-0.692674,0.046124,-0.0175921,0.0689398,-0.839794,0.561216
-0.365094,-0.566443,0.0347967,-0.0659997,-0.549582,0.737927
-0.370483,-0.535495,0.0615686,-0.0930666,-0.561209,0.750339
-0.340987,-0.546302,0.0805034,-0.103423,-0.553173,0.765549
-0.346376,-0.515355,0.104398,-0.130985,-0.568022,0.778117
-0.375872,-0.504548,0.0837383,-0.11994,-0.573346,0.761211
-0.31688,-0.526161,0.124811,-0.139505,-0.562699,0.794858
-0.351765,-0.484407,0.124191,-0.158948,-0.588082,0.790471
