x,y,u,v,p,T
-0.381261,-0.473601,0.1018,-0.146823,-0.590474,0.771366
-0.357154,-0.45346,0.14022,-0.187287,-0.609094,0.803197
-0.38665,-0.442653,0.116074,-0.173671,-0.609332,0.781346
-0.550867,0.341849,-0.025744,-0.0567923,-0.919232,0.498274
-0.545478,0.310901,-0.0504922,-0.104729,-0.921266,0.512306
-0.521371,0.331042,-0.0680433,-0.136132,-0.918091,0.510428
-0.515982,0.300094,-0.0891856,-0.185593,-0.924384,0.530289
-0.491875,0.320235,-0.110261,-0.216685,-0.925224,0.533497
-0.54009,0.279954,-0.0697369,-0.151283,-0.922414,0.528934
-0.510594,0.269147,-0.103797,-0.232409,-0.93281,0.554122
-0.534701,0.249006,-0.0831763,-0.195328,-0.924848,0.548463
-0.505205,0.238199,-0.111509,-0.275146,-0.942591,0.581644
-0.481098,0.25834,-0.134469,-0.310459,-0.959455,0.596406
-0.182728,-0.662231,0.0725352,-0.0654265,-0.47468,0.786574
-0.188117,-0.631283,0.119888,-0.0911708,-0.488613,0.809878
-0.158619,-0.64209,0.128238,-0.0882761,-0.475394,0.818074
-0.217613,-0.620477,0.109406,-0.0923128,-0.500312,0.800329
-0.483933,0.433219,-0.0344307,-0.0771643,-0.877763,0.470115
-0.478545,0.402271,-0.0735218,-0.13304,-0.889205,0.487304
-0.454438,0.422412,-0.0900434,-0.151451,-0.871988,0.484576
-0.449049,0.391464,-0.126818,-0.209756,-0.891776,0.510967
-0.424942,0.411604,-0.146974,-0.225995,-0.877175,0.512902
-0.419554,0.380657,-0.179359,-0.284328,-0.912419,0.553315
-0.395447,0.400797,-0.20259,-0.297254,-0.900538,0.562026
-0.400835,0.431745,-0.166544,-0.237736,-0.855475,0.515042
-0.561076,-0.233879,0.0159574,-0.14002,-0.697736,0.677881
-0.537015,-0.213863,0.031702,-0.193088,-0.71372,0.696342
-0.531588,-0.244706,0.0362191,-0.180114,-0.696789,0.700398
-0.507528,-0.224694,0.0531361,-0.231233,-0.721138,0.724544
-0.502095,-0.255521,0.0583588,-0.215817,-0.700853,0.726749
-0.572139,0.146824,-0.0586963,-0.180254,-0.894678,0.575941
-0.57781,0.496589,0.165779,0.182757,-0.85352,0.428023
-0.583198,0.527537,0.216406,0.2299,-0.814946,0.404415
-0.607306,0.507396,0.215785,0.251419,-0.822531,0.405015
-0.612695,0.538344,0.26826,0.298629,-0.769879,0.374471
-0.588587,0.558485,0.271213,0.277276,-0.762635,0.374857
-0.636802,0.518204,0.266327,0.322373,-0.769993,0.37196
-0.642191,0.549152,0.321008,0.370429,-0.699352,0.334278
-0.666299,0.529011,0.317933,0.396753,-0.693379,0.32842
-0.671687,0.559959,0.37487,0.445927,-0.601608,0.28412
-0.64758,0.5801,0.37992,0.419443,-0.608442,0.290567
-0.695795,0.539819,0.37078,0.475033,-0.586366,0.27496
-0.66091,0.498063,0.265177,0.348677,-0.765519,0.367046
-0.740603,-0.312973,-0.130042,0.280048,-0.639377,0.504838
-0.542358,-0.182791,0.0254758,-0.204159,-0.731319,0.69102
0.54786,0.692575,0.319599,-0.261529,1.25795,0.163384
0.553247,0.661627,0.238645,-0.21235,1.25636,0.209744
0.52914,0.641487,0.129485,-0.13051,1.23211,0.293654
0.558636,0.630681,0.158777,-0.159417,1.26988,0.27313
0.582744,0.650821,0.265887,-0.247331,1.301,0.191881
0.588132,0.619873,0.190782,-0.194762,1.31081,0.24935
0.61224,0.640013,0.295552,-0.288635,1.34789,0.171774
0.617628,0.609065,0.224705,-0.236844,1.34696,0.223062
-0.533843,-0.707432,-0.44266,0.330628,-0.367211,0.369
-0.504347,-0.718239,-0.425234,0.294572,-0.389489,0.396348
0.104296,-0.883282,-0.512763,-0.0637826,-0.190288,0.423549
0.347722,0.710781,0.0512787,-0.0695152,0.914337,0.314762
-0.362967,-0.423669,0.151419,-0.214339,-0.634985,0.815387
-0.392109,-0.411899,0.12655,-0.200224,-0.631705,0.791293
-0.416157,-0.431879,0.0924685,-0.157535,-0.610663,0.76022
-0.421549,-0.400936,0.101907,-0.182718,-0.630282,0.767477
0.39103,-0.785518,-0.37576,-0.193132,-0.0717011,0.497445
-0.193506,-0.600336,0.162365,-0.119,-0.508664,0.832092
-0.223002,-0.58953,0.148368,-0.120348,-0.519228,0.820703
0.0719601,-0.697595,0.153773,-0.0435306,-0.350642,0.854137
-0.856323,0.193004,0.125196,0.569638,-0.608633,0.310867
-0.474433,0.227615,-0.136093,-0.351157,-0.984251,0.635929
0.321258,-0.702009,0.0579056,-0.0168203,-0.167635,0.80901
0.565166,-0.675475,-0.309455,-0.265738,0.0804441,0.50461
0.589273,-0.655333,-0.298682,-0.275414,0.106207,0.504937
0.583883,-0.624385,-0.172916,-0.176813,0.0844086,0.613481
0.613379,-0.635191,-0.292478,-0.289148,0.136213,0.500503
0.60799,-0.604244,-0.170593,-0.186451,0.115222,0.60856
0.637486,-0.61505,-0.290846,-0.307701,0.167218,0.491032
0.632096,-0.584102,-0.173078,-0.201323,0.148422,0.598576
0.661593,-0.594908,-0.29336,-0.33178,0.20363,0.476254
0.656203,-0.56396,-0.180268,-0.222481,0.183001,0.5832
-0.762729,0.448449,0.312104,0.530649,-0.592563,0.275663
0.685699,-0.574766,-0.299494,-0.362035,0.243449,0.456026
0.680309,-0.543819,-0.191637,-0.250868,0.21902,0.562136
-0.371629,0.421284,-0.224534,-0.303967,-0.881863,0.569399
-0.376776,0.451942,-0.184721,-0.244599,-0.832261,0.516653
-0.347918,0.441897,-0.244332,-0.305266,-0.855526,0.575074
-0.352743,0.472171,-0.200782,-0.246722,-0.798022,0.5173
-0.677076,0.590908,0.435717,0.495884,-0.486097,0.234502
-0.652968,0.611049,0.44281,0.469163,-0.493813,0.241165
0.0428941,-0.687303,0.170712,-0.0525446,-0.371602,0.860216
-0.880145,-0.145951,-0.103346,0.603567,-0.47059,0.300418
-0.885534,-0.115003,-0.0825998,0.611435,-0.474895,0.296366
-0.323874,0.462113,-0.26293,-0.302971,-0.822594,0.580241
-0.328659,0.492339,-0.214283,-0.244545,-0.759908,0.516616
-0.89376,0.0908254,0.0628897,0.643891,-0.498872,0.270393
-0.888371,0.0598769,0.0384981,0.616811,-0.528227,0.291417
-0.858874,0.0490696,0.0243572,0.516429,-0.637691,0.359632
-0.882982,0.0289284,0.0158113,0.592416,-0.549671,0.309775
-0.853485,0.0181211,0.00467437,0.493438,-0.648903,0.375927
-0.877593,-0.00202013,-0.00537145,0.570852,-0.564652,0.325514
-0.861712,0.223953,0.155351,0.606694,-0.560778,0.280806
-0.818314,-0.342449,-0.227793,0.535804,-0.44407,0.327742
-0.812925,-0.373397,-0.256203,0.551075,-0.408561,0.310394
-0.199539,-0.570753,0.198667,-0.147904,-0.535212,0.853455
-0.228498,-0.558809,0.183004,-0.150345,-0.543872,0.841426
0.59352,0.588925,0.115799,-0.13661,1.32373,0.326647
0.623015,0.578117,0.155503,-0.18102,1.35773,0.291105
0.647123,0.598257,0.259929,-0.285905,1.3866,0.194991
0.652511,0.567309,0.195533,-0.232681,1.38839,0.253574
0.676619,0.587449,0.295963,-0.342472,1.43223,0.166036
0.682007,0.556501,0.235656,-0.291629,1.41998,0.21553
0.452977,-0.663684,-0.00284675,-0.0373869,-0.0526031,0.763611
-0.479839,-0.235704,0.0750347,-0.262393,-0.731215,0.755586
-0.472901,-0.266362,0.0818883,-0.24691,-0.710917,0.757097
-0.496749,-0.286455,0.0612549,-0.198435,-0.682358,0.727591
-0.467261,-0.297259,0.0852217,-0.227866,-0.688015,0.755576
-0.491326,-0.317392,0.0617334,-0.179704,-0.66446,0.727396
-0.824274,0.32613,0.225855,0.574912,-0.589336,0.282152
0.211503,-0.864612,-0.494143,-0.12426,-0.143257,0.431282
-0.56334,-0.696625,-0.461437,0.370342,-0.33581,0.338385
0.470149,0.663105,0.0812162,-0.0905887,1.14295,0.321938
0.184556,-0.709873,0.120525,-0.0216975,-0.271919,0.843198
-0.398101,-0.380909,0.133096,-0.22617,-0.656215,0.8009
-0.786837,0.428308,0.311318,0.572144,-0.544724,0.254089
0.46874,-0.756041,-0.401903,-0.253608,0.00988449,0.458191
0.658006,0.536655,0.133513,-0.175728,1.39536,0.32705
0.687412,0.525602,0.178258,-0.238459,1.42022,0.277836
-0.327659,-0.464266,0.165003,-0.198672,-0.610454,0.825445
0.542472,0.723525,0.404175,-0.308506,1.27864,0.128052
-0.499604,0.207289,-0.112769,-0.313006,-0.95563,0.612429
-0.461825,-0.328197,0.0857562,-0.207116,-0.667013,0.752829
-0.485923,-0.348335,0.0596302,-0.159646,-0.647501,0.726187
-0.445645,-0.421051,0.0693634,-0.138546,-0.613094,0.740047
-0.596246,0.126683,-0.0457473,-0.131605,-0.8817,0.571587
-0.703736,0.426834,0.219397,0.363103,-0.793486,0.384352
-0.480239,-0.698097,-0.335864,0.223972,-0.463791,0.476811
-0.47485,-0.729046,-0.409465,0.262085,-0.40713,0.420483
-0.647012,-0.0575269,-0.0263343,-0.04259,-0.787861,0.604539
-0.751381,-0.251076,-0.100902,0.262934,-0.671952,0.515669
-0.789389,0.284374,0.154139,0.439956,-0.752209,0.378018
-0.759893,0.273567,0.120899,0.353478,-0.822281,0.427228
-0.643888,-0.55122,-0.279917,0.318117,-0.506143,0.44946
-0.667996,-0.571361,-0.351248,0.405503,-0.422,0.371496
-0.619781,-0.531078,-0.214865,0.236955,-0.558618,0.515849
-0.848096,-0.0128273,-0.0135176,0.473349,-0.655416,0.389784
-0.738621,0.468591,0.312956,0.49253,-0.630102,0.293695
-0.768117,0.479398,0.362333,0.579552,-0.490593,0.229448
-0.872204,-0.0329686,-0.0253368,0.552202,-0.573818,0.338677
-0.783429,-0.384204,-0.235832,0.471451,-0.483757,0.368394
-0.807536,-0.404346,-0.287512,0.569104,-0.365849,0.28945
-0.735213,-0.343921,-0.147951,0.293133,-0.620539,0.495506
-0.483046,-0.20372,0.0685311,-0.282155,-0.757907,0.757718
-0.829663,0.357078,0.265849,0.619562,-0.510667,0.242693
-0.90709,0.00878708,0.00425978,0.673339,-0.438529,0.253357
-0.437717,-0.308056,0.110668,-0.254077,-0.700039,0.787291
-0.697492,-0.560554,-0.375995,0.46397,-0.368932,0.326123
0.6026,-0.573296,-0.0517405,-0.0826544,0.118619,0.708699
0.155059,-0.699067,0.158059,-0.0252265,-0.295657,0.861201
-0.451603,0.247533,-0.1592,-0.379387,-1.01337,0.660384
0.650813,-0.533013,-0.069167,-0.109616,0.185585,0.684073
0.675608,-0.513695,-0.0898964,-0.140009,0.220539,0.658927
0.70453,-0.523814,-0.207405,-0.288046,0.259947,0.534249
0.699848,-0.493713,-0.111007,-0.175771,0.25684,0.630618
0.728678,-0.503722,-0.225204,-0.333004,0.305401,0.500558
0.723209,-0.473018,-0.130731,-0.215298,0.297835,0.600444
0.752667,-0.483497,-0.243749,-0.384968,0.35185,0.461516
0.746665,-0.452858,-0.154374,-0.266606,0.339237,0.561814
0.776646,-0.463338,-0.263135,-0.444629,0.409992,0.416397
0.770727,-0.432476,-0.180261,-0.329673,0.386677,0.514456
0.642876,-0.645997,-0.40829,-0.40835,0.226826,0.379058
-0.468796,0.196711,-0.129524,-0.382685,-1.00686,0.676439
0.711505,0.545701,0.275281,-0.358286,1.46233,0.177946
0.716894,0.514755,0.221783,-0.308978,1.44734,0.228986
0.692786,0.494615,0.122036,-0.180239,1.42081,0.354056
0.722278,0.483797,0.171298,-0.257333,1.44213,0.291126
0.698171,0.463659,0.0657451,-0.115712,1.43122,0.442528
0.727665,0.452849,0.122708,-0.202027,1.43776,0.363738
0.751773,0.472989,0.216931,-0.341047,1.46726,0.231874
0.757161,0.442041,0.173386,-0.293902,1.45462,0.289489
-0.297866,0.480399,-0.284289,-0.301332,-0.786988,0.59111
-0.304239,0.512174,-0.225811,-0.239379,-0.714898,0.514842
-0.273389,0.500168,-0.298385,-0.291135,-0.737591,0.59235
-0.280018,0.532202,-0.232766,-0.229561,-0.664312,0.50975
-0.250502,0.521364,-0.30346,-0.273671,-0.676367,0.58252
-0.256168,0.552563,-0.233473,-0.215648,-0.604516,0.500584
0.534528,0.610541,0.0422128,-0.0708065,1.25694,0.386975
-0.226076,0.54105,-0.308397,-0.256895,-0.612833,0.575192
-0.231979,0.5726,-0.230113,-0.199748,-0.541944,0.489463
-0.201903,0.561097,-0.306617,-0.236547,-0.537715,0.56172
-0.207847,0.592708,-0.220613,-0.181677,-0.474005,0.475169
-0.179084,0.581767,-0.29482,-0.212892,-0.461121,0.539842
-0.18395,0.612931,-0.204284,-0.161872,-0.402098,0.457781
-0.154377,0.602199,-0.279485,-0.189123,-0.374976,0.517696
-0.159779,0.633133,-0.181626,-0.141606,-0.329779,0.438374
-0.130037,0.62298,-0.254588,-0.164226,-0.291977,0.490481
-0.135622,0.653391,-0.152027,-0.121627,-0.256142,0.417011
-0.106118,0.642603,-0.224864,-0.141524,-0.210146,0.463141
-0.528454,-0.73838,-0.518901,0.369453,-0.277181,0.305978
0.500784,-0.622915,0.0425514,-0.009021,0.00287814,0.790701
0.133793,-0.894088,-0.575926,-0.0882276,-0.129068,0.373122
0.759116,-0.515094,-0.337045,-0.498616,0.403783,0.355689
0.291762,-0.691203,0.123018,-0.00252681,-0.192847,0.84652
0.0705389,0.896451,0.567207,-0.0550656,0.475293,0.161533
0.100035,0.885643,0.530641,-0.0719571,0.500244,0.168701
0.800724,-0.443153,-0.281661,-0.511317,0.476714,0.365309
0.795329,-0.412198,-0.206898,-0.405105,0.444123,0.457673
0.765325,-0.40148,-0.100615,-0.209006,0.389313,0.608727
0.789936,-0.381241,-0.134386,-0.290518,0.437608,0.549086
0.819517,-0.392031,-0.230471,-0.485478,0.509742,0.396327
0.81414,-0.361079,-0.164486,-0.37895,0.494013,0.483394
0.843653,-0.371882,-0.250004,-0.569986,0.594556,0.330367
0.838268,-0.340933,-0.190258,-0.473531,0.562627,0.411683
0.808772,-0.330127,-0.102121,-0.265318,0.498569,0.569197
0.832883,-0.309984,-0.13366,-0.370103,0.560137,0.492562
0.0410426,0.907259,0.606537,-0.036175,0.458124,0.152012
0.0172426,0.886751,0.535251,-0.0231938,0.342249,0.182676
0.781269,0.462181,0.258976,-0.431397,1.50964,0.177797
0.786656,0.431233,0.218434,-0.390867,1.48355,0.222009
0.762548,0.411093,0.132519,-0.244231,1.43867,0.354072
0.792044,0.400285,0.181298,-0.350231,1.46045,0.271744
-0.899149,0.121774,0.0892137,0.673502,-0.46079,0.24666
0.810765,0.451373,0.298267,-0.529225,1.57291,0.12947
0.606779,0.670763,0.36945,-0.338082,1.36711,0.13323
0.636336,0.660121,0.399218,-0.386744,1.42993,0.115095
-0.36436,0.386259,-0.255965,-0.366196,-0.963164,0.648437
-0.448544,-0.24559,0.101247,-0.295836,-0.754364,0.797027
0.594663,-0.686281,-0.424616,-0.37035,0.167188,0.390664
0.694422,-0.465743,-0.0202578,-0.0627417,0.271475,0.719175
0.52489,-0.602773,0.0561289,0.00291124,0.0338016,0.798361
-0.909642,-0.135144,-0.106283,0.703332,-0.340748,0.228087
-0.692103,-0.591502,-0.427165,0.497274,-0.296905,0.28327
0.319521,-0.668503,0.17461,0.0175467,-0.173389,0.874092
0.740999,0.534888,0.314333,-0.432826,1.51586,0.14177
-0.297191,0.448198,-0.31657,-0.350966,-0.880164,0.674475
0.240826,-0.875211,-0.571053,-0.158993,-0.0707295,0.367268
-0.167995,-0.578674,0.221688,-0.14825,-0.528315,0.869693
-0.885819,0.203812,0.152791,0.671165,-0.466725,0.238268
-0.494138,0.176355,-0.107628,-0.344379,-0.96824,0.645
-0.52384,0.187125,-0.0922335,-0.271851,-0.930615,0.595565
-0.165148,0.66411,-0.0794629,-0.0965737,-0.303341,0.387342
-0.237434,0.603627,-0.14372,-0.143769,-0.500514,0.431914
-0.111548,0.673436,-0.116312,-0.102983,-0.185153,0.394857
-0.0820483,0.662642,-0.186412,-0.119477,-0.133493,0.433163
-0.358021,0.502986,-0.14541,-0.184595,-0.75739,0.473056
-0.443661,0.360517,-0.15576,-0.26646,-0.91983,0.545337
-0.414165,0.34971,-0.201285,-0.338153,-0.958486,0.603393
-0.438272,0.329569,-0.175527,-0.319221,-0.953714,0.587702
0.505033,0.621349,0.0102787,-0.0487088,1.21731,0.409831
0.0184294,-0.707015,0.111611,-0.0481495,-0.375317,0.828832
0.0129686,-0.675982,0.184653,-0.0632,-0.395133,0.864558
-0.440255,-0.451994,0.0574363,-0.114253,-0.599771,0.73429
-0.311491,-0.557109,0.0987869,-0.111197,-0.545245,0.780347
-0.287384,-0.536968,0.144883,-0.145531,-0.556418,0.811218
0.267655,-0.711344,0.0745496,-0.0174469,-0.209341,0.819297
0.258484,-0.677614,0.191699,0.00445315,-0.225032,0.8816
0.374861,-0.692674,0.0239587,-0.02575,-0.122682,0.786398
0.398967,-0.672533,0.0601215,-0.00903392,-0.0992612,0.807965
-0.553239,-0.120912,0.00884812,-0.218265,-0.765973,0.67591
-0.292774,-0.50602,0.169557,-0.175987,-0.582496,0.828685
-0.263277,-0.516827,0.192492,-0.181061,-0.580147,0.847095
-0.268667,-0.48588,0.217122,-0.215262,-0.615111,0.869345
-0.252516,-0.57876,0.132822,-0.119501,-0.528422,0.808097
0.126976,0.730903,-0.0352567,-0.0605262,0.421741,0.343147
0.102868,0.710763,-0.11688,-0.0629472,0.359219,0.392532
0.132364,0.699955,-0.159694,-0.0557126,0.431575,0.430787
0.107982,0.680144,-0.241376,-0.0633521,0.357686,0.500396
0.0787154,0.690677,-0.194413,-0.0718369,0.289892,0.449078
-0.502493,0.0634609,-0.0522651,-0.358452,-0.938292,0.699965
-0.478919,0.0833696,-0.0646122,-0.39824,-0.994467,0.73909
-0.484786,0.114212,-0.0819723,-0.384744,-0.986965,0.707604
-0.673956,0.0972121,-0.0151097,0.0410844,-0.864415,0.555289
-0.011126,-0.696137,0.1245,-0.0556881,-0.394641,0.832714
-0.0170056,-0.665262,0.192238,-0.0739197,-0.414688,0.865648
-0.0407114,-0.685333,0.132632,-0.0634392,-0.412555,0.833887
-0.0461155,-0.654386,0.196212,-0.0844654,-0.436162,0.865026
-0.0701396,-0.674512,0.136769,-0.0709946,-0.43029,0.832855
-0.0755356,-0.643566,0.195863,-0.0943089,-0.452585,0.862155
-0.564197,0.259813,-0.0521676,-0.114231,-0.920499,0.529171
-0.681897,-0.0157719,-0.0261981,0.0348363,-0.810157,0.580168
-0.743441,-0.138091,-0.0530883,0.191577,-0.739828,0.547112
-0.601635,0.157631,-0.0421783,-0.102322,-0.892752,0.557804
-0.577528,0.177773,-0.0558309,-0.148603,-0.901983,0.559527
-0.773222,0.191531,0.0725719,0.329345,-0.823485,0.452858
-0.0996282,-0.663704,0.137087,-0.0778942,-0.446431,0.829737
-0.105017,-0.632757,0.191763,-0.103012,-0.470543,0.857293
-0.623472,0.600241,0.386085,0.395392,-0.609311,0.294481
-0.62886,0.63119,0.451129,0.444765,-0.494562,0.245259
-0.599364,0.620382,0.393549,0.373629,-0.602392,0.296045
-0.604752,0.651331,0.460848,0.422565,-0.487209,0.24693
-0.575256,0.640523,0.402481,0.353984,-0.589558,0.295427
-0.580644,0.671472,0.472121,0.402351,-0.473571,0.246308
-0.551148,0.660664,0.413059,0.336271,-0.570126,0.292765
-0.556536,0.691613,0.485132,0.38401,-0.451603,0.243512
-0.52704,0.680805,0.425457,0.320365,-0.544781,0.288182
-0.532429,0.711754,0.500052,0.367316,-0.424339,0.238629
-0.502932,0.700946,0.439866,0.306064,-0.513036,0.281767
-0.497543,0.669998,0.36637,0.259863,-0.609268,0.324507
-0.473436,0.690139,0.380191,0.247896,-0.575296,0.31686
-0.478824,0.721087,0.456456,0.293215,-0.475581,0.273588
-0.449328,0.710279,0.396346,0.237347,-0.534665,0.307713
-0.454716,0.741228,0.475393,0.281603,-0.431454,0.263688
-0.42522,0.73042,0.414998,0.228007,-0.489761,0.297095
-0.430608,0.761369,0.49687,0.27104,-0.381694,0.252073
-0.401112,0.750561,0.436332,0.219642,-0.438204,0.284963
-0.406501,0.78151,0.521003,0.261327,-0.324633,0.238712
-0.377004,0.770702,0.460514,0.21207,-0.38172,0.271241
-0.382393,0.80165,0.547955,0.252233,-0.261714,0.223567
-0.352896,0.790843,0.487621,0.20503,-0.318589,0.255904
-0.435997,0.792317,0.582085,0.31365,-0.242579,0.199546
-0.484213,0.752035,0.536262,0.338251,-0.347697,0.222909
-0.545759,0.629716,0.34487,0.288699,-0.662079,0.335123
-0.358285,0.821791,0.577853,0.243571,-0.190573,0.206638
-0.328788,0.810984,0.517853,0.198274,-0.249402,0.238893
-0.334177,0.841932,0.610922,0.235077,-0.112343,0.187872
-0.30468,0.831125,0.551301,0.191587,-0.172606,0.220094
-0.586033,0.70242,0.54538,0.450865,-0.32849,0.19135
-0.347508,0.759894,0.400311,0.165729,-0.415751,0.296947
-0.419831,0.699472,0.336444,0.184266,-0.571914,0.333911
-0.5554,-0.583639,-0.208499,0.184206,-0.551713,0.54751
-0.450743,-0.708904,-0.319836,0.195477,-0.470825,0.498328
-0.445353,-0.739853,-0.395584,0.232945,-0.417593,0.44152
-0.469461,-0.759994,-0.490794,0.300485,-0.327899,0.355713
-0.439345,-0.771571,-0.481102,0.270933,-0.342619,0.374767
-0.415753,-0.750788,-0.384094,0.207028,-0.424816,0.459406
-0.41027,-0.782195,-0.472356,0.244422,-0.352147,0.391412
-0.38631,-0.761586,-0.374804,0.183993,-0.426721,0.474456
-0.380912,-0.793869,-0.469165,0.221576,-0.355366,0.402636
-0.356845,-0.772535,-0.36857,0.163781,-0.427133,0.4863
-0.351461,-0.803508,-0.46191,0.198214,-0.359341,0.416156
-0.327364,-0.783113,-0.364008,0.145436,-0.423068,0.49612
-0.321974,-0.814082,-0.460711,0.178252,-0.357737,0.424092
-0.297869,-0.793901,-0.36315,0.129391,-0.417887,0.50254
-0.29248,-0.824846,-0.463453,0.160343,-0.351285,0.428288
-0.375581,-0.823363,-0.56204,0.254486,-0.262614,0.328754
-0.316587,-0.844987,-0.565284,0.209798,-0.26214,0.342221
-0.28709,-0.855787,-0.571898,0.1899,-0.255684,0.343753
-0.262983,-0.835642,-0.469876,0.143955,-0.342018,0.429053
-0.257594,-0.866591,-0.582211,0.171179,-0.242489,0.341644
-0.233487,-0.846449,-0.48018,0.128687,-0.328606,0.426297
-0.228097,-0.877397,-0.596412,0.153318,-0.226595,0.335775
-0.20399,-0.857256,-0.494548,0.114155,-0.312033,0.419897
-0.463349,-0.791841,-0.580377,0.33825,-0.220977,0.281887
-0.1986,-0.888204,-0.614672,0.135899,-0.203298,0.326013
-0.174493,-0.868062,-0.513235,0.0999825,-0.291384,0.409661
-0.169103,-0.899011,-0.637107,0.118524,-0.176116,0.312214
-0.144996,-0.878869,-0.53641,0.0857103,-0.265942,0.395377
-0.20938,-0.826307,-0.381832,0.09024,-0.384066,0.503223
-0.874742,-0.176863,-0.124312,0.598754,-0.461991,0.301784
-0.668851,0.385079,0.136895,0.242079,-0.881067,0.447011
-0.432025,-0.657814,-0.177962,0.100621,-0.530422,0.604108
-0.689837,-0.128756,-0.0373034,0.0640252,-0.754454,0.592687
-0.598226,-0.65487,-0.415329,0.375715,-0.377472,0.359494
-0.627722,-0.644063,-0.437702,0.423715,-0.334177,0.321641
-0.673671,-0.221599,-0.0466561,0.0643911,-0.711913,0.605631
0.0453036,-0.861668,-0.402814,-0.0274061,-0.27833,0.506186
0.0211965,-0.88181,-0.490974,-0.0156648,-0.24157,0.440654
-0.405368,-0.493741,0.0628521,-0.106148,-0.580504,0.744293
0.289213,-0.835136,-0.442449,-0.157661,-0.120138,0.462327
0.31871,-0.845942,-0.530804,-0.202236,-0.0469785,0.387732
-0.249659,-0.753602,-0.188413,0.0468224,-0.467764,0.630421
-0.00830002,-0.871003,-0.445827,-0.000720076,-0.280028,0.473608
-0.00291072,-0.901951,-0.582398,-0.00024647,-0.185095,0.369744
-0.0324074,-0.891144,-0.538647,0.0167274,-0.229828,0.402673
0.366923,-0.805659,-0.423184,-0.197335,-0.0719732,0.464819
0.39642,-0.816466,-0.520872,-0.254988,0.0108757,0.379114
0.444633,-0.776182,-0.437049,-0.254018,0.0031213,0.435905
0.47413,-0.786989,-0.541056,-0.327315,0.103502,0.338182
0.497915,-0.766903,-0.508473,-0.331842,0.104135,0.358036
-0.829378,0.0382625,0.0117017,0.421829,-0.714371,0.418936
0.050693,-0.892616,-0.541642,-0.0335241,-0.194691,0.402214
0.570655,-0.706153,-0.438227,-0.356583,0.143378,0.389889
-0.515418,-0.337529,0.0369212,-0.13043,-0.649734,0.705158
-0.510025,-0.368476,0.0321894,-0.111011,-0.636799,0.704393
-0.391724,-0.730559,-0.293955,0.148338,-0.474165,0.532986
-0.30972,0.543191,-0.158256,-0.177579,-0.668599,0.462061
-0.332752,-0.752181,-0.277509,0.112473,-0.466433,0.557248
-0.837604,0.244094,0.156223,0.54658,-0.638168,0.318334
-0.867101,0.254901,0.188291,0.645832,-0.50057,0.247734
-0.484387,-0.0269188,0.000174312,-0.374911,-0.92006,0.764742
-0.468047,0.65919,0.307586,0.202141,-0.651303,0.352209
-0.492155,0.639049,0.29668,0.213369,-0.683339,0.359526
-0.74401,0.499539,0.364713,0.541696,-0.531473,0.247786
-0.77804,-0.415152,-0.265969,0.491114,-0.446975,0.347576
-0.861426,-0.0948624,-0.0627183,0.523932,-0.577558,0.357458
-0.711106,-0.32378,-0.112654,0.214682,-0.654507,0.542707
-0.716495,-0.292831,-0.0989982,0.203564,-0.670005,0.54844
-0.890923,-0.0840551,-0.0617829,0.622408,-0.473999,0.289621
-0.705717,-0.354727,-0.128829,0.228708,-0.638307,0.534383
-0.724436,-0.405815,-0.192679,0.328286,-0.576009,0.467469
-0.100775,0.611532,-0.327389,-0.181295,-0.268829,0.566041
0.803453,-0.298617,-0.0437709,-0.144168,0.524465,0.653697
0.827494,-0.279036,-0.0817712,-0.260906,0.574018,0.572002
0.85699,-0.289842,-0.159282,-0.479048,0.628721,0.40996
0.852449,-0.25991,-0.114821,-0.390125,0.63405,0.477494
-0.802147,-0.435294,-0.322032,0.589666,-0.315487,0.264739
-0.772651,-0.4461,-0.299662,0.513431,-0.402376,0.322848
0.775733,0.493103,0.303253,-0.472332,1.54295,0.14005
-0.408947,0.318733,-0.211448,-0.38404,-1.0114,0.661254
0.179166,-0.678926,0.21585,-0.0167192,-0.290533,0.890172
0.571547,0.712458,0.423987,-0.343905,1.33794,0.116181
0.671004,0.618358,0.359967,-0.391538,1.45789,0.127673
-0.831481,-0.424682,-0.343007,0.66933,-0.203552,0.202544
0.109915,-0.913604,-0.654624,-0.0798385,-0.0695765,0.310923
-0.452264,0.105741,-0.0810468,-0.434919,-1.06918,0.793577
-0.205011,-0.542724,0.230922,-0.178235,-0.567046,0.875622
0.372313,-0.836607,-0.569017,-0.254613,0.0274415,0.344733
0.294574,-0.865481,-0.587482,-0.201399,-0.0192234,0.345633
0.598908,0.557978,0.0384978,-0.0713308,1.35359,0.425601
0.510193,0.590675,-0.0900022,0.0193549,1.25221,0.537267
0.768394,0.380225,0.0952153,-0.194046,1.43035,0.421066
0.797508,0.36935,0.147587,-0.3099,1.43753,0.325172
0.821552,0.389478,0.223336,-0.459979,1.49663,0.199249
0.826942,0.358531,0.191246,-0.428057,1.46417,0.239012
0.802834,0.338391,0.116479,-0.268226,1.41519,0.381001
0.832319,0.327581,0.162483,-0.397774,1.43236,0.280362
0.80821,0.307441,0.0886098,-0.226982,1.39511,0.436153
0.837703,0.296632,0.136907,-0.369471,1.40224,0.321686
0.84931,0.378368,0.256565,-0.565924,1.55715,0.141859
-0.0243798,-0.634888,0.256039,-0.0968102,-0.448679,0.896663
-0.634184,0.662061,0.51953,0.494184,-0.353128,0.190943
